//联锁表-呼和浩特南站(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
106    |LCJL|SJLA,X21LA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),(110),(112)                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,112DG,86DG,21G                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,X21;
107    |LCJL|SJLA,X19LA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),(110),112                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,112DG,86DG,19G                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,X19;
108    |LCJL|SJLA,X17LA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),110,(86)                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,86DG,112DG,17G                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,D92,X17;
109    |LCJL|SJLA,X15LA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),110,86                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,86DG,112DG,15G                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,D92,X15;
110    |LCJL|SJLA,X13LA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,(118<120>),(82)                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,114-120DG,82DG,13G                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,D94,X13;
111    |LCJL|SJLA,X11LA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,(118<120>),82                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,82DG,11G                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,D94,X11;
112    |LCJL|SJLA,XIXLA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,118<120>                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,IXG                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,XIX;
113    |LCJL|SJLA,X14LA    |SJ     |JF2-JF1,(96),98-102<100>,104<106>,62,64-66                     |JF2DG,96/JF2WG,96DG,62-106DG,66DG,108DG,14G                     |XZ4,SL4,BA2,X14;
114    |LCJL|SJLA,X16LA    |SJ     |JF2-JF1,(96),98-102<100>,104<106>,(62)                     |JF2DG,96/JF2WG,96DG,62-106DG,108DG,66DG,16G                     |XZ4,SL4,X16;
115    |LCJL|SJLA,X18LA    |SJ     |JF2-JF1,(96),98-102<100>,(104<106>),108                     |JF2DG,96/JF2WG,96DG,62-106DG,108DG,18G                     |XZ4,SL4,X18;
116    |LCJL|SJLA,X20LA    |SJ     |JF2-JF1,(96),98-102<100>,(104<106>),(108)                     |JF2DG,96/JF2WG,96DG,62-106DG,108DG,20G                     |XZ4,SL4,X20;
106    |LCJL|X21LA,SJLA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),(110),(112)                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,112DG,86DG,YSJG                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,X21;
107    |LCJL|X19LA,SJLA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),(110),112                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,112DG,86DG, YSJG                    |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,X19;
108    |LCJL|X17LA,SJLA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),110,(86)                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,86DG,112DG,YSJG                   |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,D92,X17;
109    |LCJL|X15LA,SJLA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),110,86                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,86DG,112DG,YSJG                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,D92,X15;
110    |LCJL|X13LA,SJLA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,(118<120>),(82)                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,82DG,YSJG                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,D94,X13;
111    |LCJL|X11LA,SJLA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,(118<120>),82                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,82DG,YSJG                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,D94,X11;
112    |LCJL|XIXLA,SJLA    |SJ     |(JF2-JF1),(122-124),(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,118<120>                     |JF2DG,JF1DG,124/JF1WG,124DG,122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,YSJG                     |XZ2,SL2,D30,D40,D56,D64,D76,D78,D88,XIX;
113    |LCJL|X14LA,SJLA    |SJ     |JF2-JF1,(96),98-102<100>,104<106>,62,64-66                     |JF2DG,96/JF2WG,96DG,62-106DG,66DG,108DG,YSJG                     |XZ4,SL4,BA2,X14;
114    |LCJL|X16LA,SJLA    |SJ     |JF2-JF1,(96),98-102<100>,104<106>,(62)                     |JF2DG,96/JF2WG,96DG,62-106DG,108DG,66DG,YSJG                    |XZ4,SL4,X16;
115    |LCJL|X18LA,SJLA    |SJ     |JF2-JF1,(96),98-102<100>,(104<106>),108                     |JF2DG,96/JF2WG,96DG,62-106DG,108DG,YSJG                     |XZ4,SL4,X18;
116    |LCJL|X20LA,SJLA    |SJ     |JF2-JF1,(96),98-102<100>,(104<106>),(108)                     |JF2DG,96/JF2WG,96DG,62-106DG,108DG,YSJG                     |XZ4,SL4,X20;
117    |LCJL|XZ4LA,SJLA    |XZ4     |JF2-JF1                     |JF2DG,YSJG                     |SJ;
118    |LCJL|XZ2LA,SJLA    |XZ2     |(JF1-JF2)                     |JF1DG,JF2DG,YSJG                     |SJ;
119    |LCJL|SWFLA,BA8A,X21LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,144-148<146>,48-50,(160-164<162>),166<168>,(84),(110),(112)                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,50DG,160DG,162-168DG,84-110DG,112DG,60DG,86DG,21G                     |D30,D40,D58,D62,BA8,D74,D88,X21;
120    |LCJL|SWFLA,BA8A,X19LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,144-148<146>,48-50,(160-164<162>),166<168>,(84),(110),112                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,50DG,160DG,162-168DG,84-110DG,112DG,60DG,86DG,19G                     |D30,D40,D58,D62,BA8,D74,D88,X19;
121    |LCJL|SWFLA,BA8A,X17LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,144-148<146>,48-50,(160-164<162>),166<168>,(84),110,(86)                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,50DG,160DG,162-168DG,84-110DG,86DG,60DG,112DG,17G                     |D30,D40,D58,D62,BA8,D74,D88,D92,X17;
122    |LCJL|SWFLA,BA8A,X15LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,144-148<146>,48-50,(160-164<162>),166<168>,(84),110,86                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,50DG,160DG,162-168DG,84-110DG,86DG,60DG,112DG,15G                     |D30,D40,D58,D62,BA8,D74,D88,D92,X15;
123    |LCJL|SWFLA,BA8A,X13LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,144-148<146>,48-50,160-164<162>,58-60,(80-116<114>),(118<120>),(82)                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,50DG,160DG,60DG,80DG,82DG,84-110DG,13G                     |D30,D40,D58,D62,BA8,D74,D90,D94,X13;
124    |LCJL|SWFLA,BA8A,X11LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,144-148<146>,48-50,160-164<162>,58-60,(80-116<114>),(118<120>),82                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,50DG,160DG,60DG,80DG,82DG,84-110DG,11G                     |D30,D40,D58,D62,BA8,D74,D90,D94,X11;
125    |LCJL|SWFLA,BA8A,XIXLA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,144-148<146>,48-50,160-164<162>,58-60,(80-116<114>),118<120>                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,50DG,160DG,60DG,80DG,84-110DG,IXG                     |D30,D40,D58,D62,BA8,D74,D90,XIX;
126    |LCJL|SWFLA,D58A,X21LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,(144-148<146>),156-158,150<152>-154,160-164<162>,166<168>,(84),(110),(112)                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,144DG,162-168DG,84-110DG,112DG,50DG,86DG,21G                     |D30,D40,D58,D62,D76,D78,D88,X21;
127    |LCJL|SWFLA,D58A,X19LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,(144-148<146>),156-158,150<152>-154,160-164<162>,166<168>,(84),(110),112                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,144DG,162-168DG,84-110DG,112DG,50DG,86DG,19G                     |D30,D40,D58,D62,D76,D78,D88,X19;
128    |LCJL|SWFLA,D58A,X17LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,(144-148<146>),156-158,150<152>-154,160-164<162>,166<168>,(84),110,(86)                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,144DG,162-168DG,84-110DG,86DG,50DG,112DG,17G                     |D30,D40,D58,D62,D76,D78,D88,D92,X17;
129    |LCJL|SWFLA,D58A,X15LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,(144-148<146>),156-158,150<152>-154,160-164<162>,166<168>,(84),110,86                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,144DG,162-168DG,84-110DG,86DG,50DG,112DG,15G                     |D30,D40,D58,D62,D76,D78,D88,D92,X15;
130    |LCJL|SWFLA,D58A,X13LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,(144-148<146>),156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,(118<120>),(82)                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,144DG,162-168DG,84-110DG,82DG,50DG,13G                     |D30,D40,D58,D62,D76,D78,D88,D94,X13;
131    |LCJL|SWFLA,D58A,X11LA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,(144-148<146>),156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,(118<120>),82                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,144DG,162-168DG,84-110DG,82DG,50DG,11G                     |D30,D40,D58,D62,D76,D78,D88,D94,X11;
132    |LCJL|SWFLA,D58A,XIXLA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,(144-148<146>),156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,118<120>                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,144DG,162-168DG,84-110DG,50DG,IXG                     |D30,D40,D58,D62,D76,D78,D88,XIX;
133    |LCJL|SWFLA,X21LA    |SWF     |122-124,(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),(110),(112)                     |122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,112DG,86DG,21G                     |D30,D40,D56,D64,D76,D78,D88,X21;
134    |LCJL|SWFLA,X19LA    |SWF     |122-124,(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),(110),112                     |122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,112DG,86DG,19G                     |D30,D40,D56,D64,D76,D78,D88,X19;
135    |LCJL|SWFLA,X17LA    |SWF     |122-124,(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),110,(86)                     |122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,86DG,112DG,17G                     |D30,D40,D56,D64,D76,D78,D88,D92,X17;
136    |LCJL|SWFLA,X15LA    |SWF     |122-124,(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,(84),110,86                     |122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,86DG,112DG,15G                     |D30,D40,D56,D64,D76,D78,D88,D92,X15;
137    |LCJL|SWFLA,X13LA    |SWF     |122-124,(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,(118<120>),(82)                     |122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,82DG,13G                     |D30,D40,D56,D64,D76,D78,D88,D94,X13;
138    |LCJL|SWFLA,X11LA    |SWF     |122-124,(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,(118<120>),82                     |122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,82DG,11G                     |D30,D40,D56,D64,D76,D78,D88,D94,X11;
139    |LCJL|SWFLA,XIXLA    |SWF     |122-124,(34),92-94,88-90,144-148<146>,156-158,150<152>-154,160-164<162>,166<168>,84,80-116<114>,118<120>                     |122DG,34/122WG,34DG,88-94DG,94/152WG,162-168DG,84-110DG,IXG                     |D30,D40,D56,D64,D76,D78,D88,XIX;
140    |LCJL|SWFLA,XVIILA    |SWF     |122-124,(34),92-94,(88-90),92-94,172,144-148<146>,48-50,160-164<162>,58-60,80-116<114>                     |122DG,34/122WG,34DG,88-94DG,90-92DG,172DG,144/172WG,144DG,50DG,160DG,60DG,80DG,VIIG                     |D30,D40,D58,D62,BA8,D74,D90,XVII;
141    |LCJL|X21LA,D88A,SEFLA    |X21     |(112),(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,172,92-94,88-90                     |112DG,84-110DG,86DG,162-168DG,160DG,50DG,144DG,144/172WG,172DG,90-92DG,VIIBG,60DG,XF1LQ                     |D88,D74,BA8,D62,D58,D46,SEF;
142    |LCJL|X21LA,D88A,SLA    |X21     |(112),(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),(172),(28-30),(14-16),6-8,(2-4),6-8                     |112DG,84-110DG,86DG,162-168DG,144DG,144/172WG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,2-8DG,IIBG,50DG,90-92DG,S3JG                     |D88,D78,D76,D62,D58,D54,D44,D42,D12,D6,D4,S;
143    |LCJL|X21LA,D88A,SFLA    |X21     |(112),(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),(172),(28-30),(14-16),6-8,2-4                     |112DG,84-110DG,86DG,162-168DG,144DG,144/172WG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,IBG,50DG,90-92DG,X1LQ                     |D88,D78,D76,D62,D58,D54,D44,D42,D12,D6,D2,SF;
144    |LCJL|X21LA,BA8A,SWFLA    |X21     |(112),(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,172,92-94,(88-90),92-94,(34),122-124                     |112DG,84-110DG,162-168DG,160DG,50DG,86DG,60DG,144DG,144/172WG,172DG,90-92DG,88-94DG,34DG,34/122WG,122DG,XW1LQ                     |D88,D74,BA8,D62,D58,D40,D30,SWF;
145    |LCJL|X21LA,BA8A,SL2LA    |X21     |(112),(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,172,92-94,(88-90),92-94,(34),(122-124)                     |112DG,84-110DG,162-168DG,160DG,50DG,86DG,60DG,144DG,144/172WG,172DG,90-92DG,88-94DG,34DG,34/122WG,122DG,124DG,124/JF1WG                     |D88,D74,BA8,D62,D58,D40,D30,SL2;
146    |LCJL|X21LA,BA8A,SEFLA    |X21     |(112),(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,172,92-94,88-90                     |112DG,84-110DG,162-168DG,160DG,50DG,86DG,60DG,144DG,144/172WG,172DG,90-92DG,VIIBG,XF1LQ                     |D88,D74,BA8,D62,D58,D46,SEF;
147    |LCJL|X21LA,BA8A,SLA    |X21     |(112),(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,(172),(28-30),(14-16),6-8,(2-4),6-8                     |112DG,84-110DG,162-168DG,160DG,50DG,86DG,60DG,144DG,144/172WG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,2-8DG,IIBG,90-92DG,S3JG                     |D88,D74,BA8,D62,D58,D54,D44,D42,D12,D6,D4,S;
148    |LCJL|X21LA,BA8A,SFLA    |X21     |(112),(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,(172),(28-30),(14-16),6-8,2-4                     |112DG,84-110DG,162-168DG,160DG,50DG,86DG,60DG,144DG,144/172WG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,IBG,90-92DG,X1LQ                     |D88,D74,BA8,D62,D58,D54,D44,D42,D12,D6,D2,SF;
149    |LCJL|X21LA,D58A,SWFLA    |X21     |(112),(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),172,92-94,(88-90),92-94,(34),122-124                     |112DG,84-110DG,162-168DG,144DG,86DG,50DG,172DG,90-92DG,88-94DG,34DG,34/122WG,122DG,XW1LQ                     |D88,D78,D76,D62,D58,D40,D30,SWF;
150    |LCJL|X21LA,D58A,SL2LA    |X21     |(112),(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),172,92-94,(88-90),92-94,(34),(122-124)                     |112DG,84-110DG,162-168DG,144DG,86DG,50DG,172DG,90-92DG,88-94DG,34DG,34/122WG,122DG,124DG,124/JF1WG                     |D88,D78,D76,D62,D58,D40,D30,SL2;
151    |LCJL|X21LA,D58A,SEFLA    |X21     |(112),(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),172,92-94,88-90                     |112DG,84-110DG,162-168DG,144DG,86DG,50DG,172DG,90-92DG,VIIBG,XF1LQ                     |D88,D78,D76,D62,D58,D46,SEF;
152    |LCJL|X21LA,D58A,SLA    |X21     |(112),(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),(172),(28-30),(14-16),6-8,(2-4),6-8                     |112DG,84-110DG,162-168DG,144DG,86DG,50DG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,2-8DG,IIBG,90-92DG,S3JG                     |D88,D78,D76,D62,D58,D54,D44,D42,D12,D6,D4,S;
153    |LCJL|X21LA,D58A,SFLA    |X21     |(112),(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),(172),(28-30),(14-16),6-8,2-4                     |112DG,84-110DG,162-168DG,144DG,86DG,50DG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,IBG,90-92DG,X1LQ                     |D88,D78,D76,D62,D58,D54,D44,D42,D12,D6,D2,SF;
154    |LCJL|X21LA,SWFLA    |X21     |(112),(110),(84),166<168>,160-164<162>,150<152>-154,156-158,144-148<146>,88-90,92-94,(34),122-124                     |112DG,84-110DG,162-168DG,94/152WG,88-94DG,34DG,34/122WG,122DG,86DG,XW1LQ                     |D88,D78,D76,D64,D56,D40,D30,SWF;
155    |LCJL|X21LA,SL2LA    |X21     |(112),(110),(84),166<168>,160-164<162>,150<152>-154,156-158,144-148<146>,88-90,92-94,(34),(122-124)                     |112DG,84-110DG,162-168DG,94/152WG,88-94DG,34DG,34/122WG,122DG,124DG,86DG,124/JF1WG                     |D88,D78,D76,D64,D56,D40,D30,SL2;
156    |LCJL|X21LA,SEFLA    |X21     |(112),(110),(84),166<168>,160-164<162>,150<152>-154,156-158,144-148<146>,88-90,(92-94),88-90                     |112DG,84-110DG,162-168DG,94/152WG,88-94DG,90-92DG,VIIBG,86DG,XF1LQ                     |D88,D78,D76,D64,D56,D46,SEF;
157    |LCJL|X21LA,SLA    |X21     |(112),(110),(84),166<168>,(160-164<162>),(48-50),28-30,(14-16),6-8,(2-4),6-8                     |112DG,84-110DG,162-168DG,160DG,50DG,48DG,28/48WG,28DG,16DG,14DG,4/14WG,4-6DG,2-8DG,IIBG,86DG,60DG,144DG,46DG,S3JG                     |D88,D74,D66,D16,D44,D42,D12,D6,D4,S;
158    |LCJL|X21LA,SFLA    |X21     |(112),(110),(84),166<168>,(160-164<162>),(48-50),28-30,(14-16),6-8,2-4                     |112DG,84-110DG,162-168DG,160DG,50DG,48DG,28/48WG,28DG,16DG,14DG,4/14WG,4-6DG,IBG,86DG,60DG,144DG,46DG,X1LQ                     |D88,D74,D66,D16,D44,D42,D12,D6,D2,SF;
159    |LCJL|X19LA,D88A,SEFLA    |X19     |112,(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,172,92-94,88-90                     |112DG,84-110DG,86DG,162-168DG,160DG,50DG,144DG,144/172WG,172DG,90-92DG,VIIBG,60DG,XF1LQ                     |D88,D74,BA8,D62,D58,D46,SEF;
160    |LCJL|X19LA,D88A,SLA    |X19     |112,(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),(172),(28-30),(14-16),6-8,(2-4),6-8                     |112DG,84-110DG,86DG,162-168DG,144DG,144/172WG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,2-8DG,IIBG,50DG,90-92DG,S3JG                     |D88,D78,D76,D62,D58,D54,D44,D42,D12,D6,D4,S;
161    |LCJL|X19LA,D88A,SFLA    |X19     |112,(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),(172),(28-30),(14-16),6-8,2-4                     |112DG,84-110DG,86DG,162-168DG,144DG,144/172WG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,IBG,50DG,90-92DG,X1LQ                     |D88,D78,D76,D62,D58,D54,D44,D42,D12,D6,D2,SF;
162    |LCJL|X19LA,BA8A,SWFLA    |X19     |112,(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,172,92-94,(88-90),92-94,(34),122-124                     |112DG,84-110DG,162-168DG,160DG,50DG,86DG,60DG,144DG,144/172WG,172DG,90-92DG,88-94DG,34DG,34/122WG,122DG,XW1LQ                     |D88,D74,BA8,D62,D58,D40,D30,SWF;
163    |LCJL|X19LA,BA8A,SL2LA    |X19     |112,(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,172,92-94,(88-90),92-94,(34),(122-124)                     |112DG,84-110DG,162-168DG,160DG,50DG,86DG,60DG,144DG,144/172WG,172DG,90-92DG,88-94DG,34DG,34/122WG,122DG,124DG,124/JF1WG                     |D88,D74,BA8,D62,D58,D40,D30,SL2;
164    |LCJL|X19LA,BA8A,SEFLA    |X19     |112,(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,172,92-94,88-90                     |112DG,84-110DG,162-168DG,160DG,50DG,86DG,60DG,144DG,144/172WG,172DG,90-92DG,VIIBG,XF1LQ                     |D88,D74,BA8,D62,D58,D46,SEF;
165    |LCJL|X19LA,BA8A,SLA    |X19     |112,(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,(172),(28-30),(14-16),6-8,(2-4),6-8                     |112DG,84-110DG,162-168DG,160DG,50DG,86DG,60DG,144DG,144/172WG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,2-8DG,IIBG,90-92DG,S3JG                     |D88,D74,BA8,D62,D58,D54,D44,D42,D12,D6,D4,S;
166    |LCJL|X19LA,BA8A,SFLA    |X19     |112,(110),(84),166<168>,(160-164<162>),48-50,144-148<146>,(172),(28-30),(14-16),6-8,2-4                     |112DG,84-110DG,162-168DG,160DG,50DG,86DG,60DG,144DG,144/172WG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,IBG,90-92DG,X1LQ                     |D88,D74,BA8,D62,D58,D54,D44,D42,D12,D6,D2,SF;
167    |LCJL|X19LA,D58A,SWFLA    |X19     |112,(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),172,92-94,(88-90),92-94,(34),122-124                     |112DG,84-110DG,162-168DG,144DG,86DG,50DG,172DG,90-92DG,88-94DG,34DG,34/122WG,122DG,XW1LQ                     |D88,D78,D76,D62,D58,D40,D30,SWF;
168    |LCJL|X19LA,D58A,SL2LA    |X19     |112,(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),172,92-94,(88-90),92-94,(34),(122-124)                     |112DG,84-110DG,162-168DG,144DG,86DG,50DG,172DG,90-92DG,88-94DG,34DG,34/122WG,122DG,124DG,124/JF1WG                     |D88,D78,D76,D62,D58,D40,D30,SL2;
169    |LCJL|X19LA,D58A,SEFLA    |X19     |112,(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),172,92-94,88-90                     |112DG,84-110DG,162-168DG,144DG,86DG,50DG,172DG,90-92DG,VIIBG,XF1LQ                     |D88,D78,D76,D62,D58,D46,SEF;
170    |LCJL|X19LA,D58A,SLA    |X19     |112,(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),(172),(28-30),(14-16),6-8,(2-4),6-8                     |112DG,84-110DG,162-168DG,144DG,86DG,50DG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,2-8DG,IIBG,90-92DG,S3JG                     |D88,D78,D76,D62,D58,D54,D44,D42,D12,D6,D4,S;
171    |LCJL|X19LA,D58A,SFLA    |X19     |112,(110),(84),166<168>,160-164<162>,150<152>-154,156-158,(144-148<146>),(172),(28-30),(14-16),6-8,2-4                     |112DG,84-110DG,162-168DG,144DG,86DG,50DG,172DG,30DG,28DG,16DG,14DG,4/14WG,4-6DG,IBG,90-92DG,X1LQ                     |D88,D78,D76,D62,D58,D54,D44,D42,D12,D6,D2,SF;
172    |LCJL|X19LA,SWFLA    |X19     |112,(110),(84),166<168>,160-164<162>,150<152>-154,156-158,144-148<146>,88-90,92-94,(34),122-124                     |112DG,84-110DG,162-168DG,94/152WG,88-94DG,34DG,34/122WG,122DG,86DG,XW1LQ                     |D88,D78,D76,D64,D56,D40,D30,SWF;
